TERM,SCHOOL,DEPARTMENT,SUBJ,COURSE,SECTION,CRN,TITLE,TYPE,CREDITS,INSTRUCTOR.NAME.S.,SECT.MAX,SECT.ENRL,UG.SECT.ENRL,UP.SECT.ENRL,GR.SECT.ENRL,VS.SECT.ENRL,VU.SECT.ENRL,VG.SECT.ENRL,XLST.GROUP,XLST.MAX,XLST.ENRL,TTL.ENRL,TTL.SEATS.AVAIL,XLST.WITH,XLST.CRN,XLST.LEAD.DEPT,HAS_SYLLABUS,TERM_num
24_1,School of Humanities and Arts,English and Creative Writing,ENGL,203,2,25612,WRITING THE FAMILY,SEM,3,"Bajani, Andrea",6,6,6,0,0,0,0,0,ZJ,16,15,15,1,ENGL 203 001,25079,English and Creative Writing,N,6
24_2,School of Humanities and Arts,Cinema and Media Studies,CMST,203,1,12845,INTRODUCTION TO FILM ANALYSIS,LEC,3,"Blumenthal-Barby, Martin",28,14,14,0,0,0,0,0,,,NA,14,14,,,,Y,7
24_2,School of Humanities and Arts,English and Creative Writing,ENGL,203,1,16859,NARRATIVE ENGINEERING,SEM,3,"Morin, Tomas Q.",16,13,12,0,1,0,0,0,,,NA,13,3,,,,Y,7
24_2,School of Humanities and Arts,English and Creative Writing,ENGL,203,2,16872,CONFESSIONAL WRITING,SEM,3,"Bajani, Andrea",16,14,14,0,0,0,0,0,,,NA,14,2,,,,Y,7
24_2,School of Humanities and Arts,Religion,RELI,203,1,16747,JUDAISM OF JESUS AND HILLEL,LEC,3,"Henze, Matthias",99,7,7,0,0,0,0,0,I1,198,13,13,185,HIST 201 001,16748,Religion,Y,7
25_1,School of Humanities and Arts,English and Creative Writing,ENGL,203,1,25079,WRITING THE FAMILY,SEM,3,"Bajani, Andrea",10,7,7,0,0,0,0,0,ZJ,16,11,11,5,ENGL 203 002,25612,English and Creative Writing,Y,8
25_1,School of Humanities and Arts,English and Creative Writing,ENGL,203,2,25612,WRITING THE FAMILY,SEM,3,"Bajani, Andrea",6,4,4,0,0,0,0,0,ZJ,16,11,11,5,ENGL 203 001,25079,English and Creative Writing,Y,8
25_2,School of Humanities and Arts,English and Creative Writing,ENGL,203,1,13780,NARRATIVE MEDICINE,SEM,3,"Morin, Tomas Q.",14,12,12,0,0,0,0,0,DA,16,12,12,4,ENGL 203 002,15023,English and Creative Writing,Y,9
25_2,School of Humanities and Arts,Media Studies,MDIA,203,1,15615,INTRO TO FILM STUDIES,SEM,3,"O'Malley, Hayley",40,29,29,0,0,0,0,0,,,NA,29,11,,,,Y,9
22_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,SPAN,204,1,14231,INT SPAN HERITAGE LEARNERS,LEC,3,"Morones, Jessica Y.",16,6,6,0,0,0,0,0,,,NA,6,10,,,,Y,3
23_2,School of Humanities and Arts,Art History,HART,204,1,15636,BLACK ART IN AMERICA,LEC,3,"Young, Olivia K.",50,13,13,0,0,0,0,0,,,NA,13,37,,,,N,5
24_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,SPAN,204,1,25000,SPANISH HERITAGE STUDENTS II,LEC,3,"Morones, Jessica Y.",20,14,14,0,0,0,0,0,,,NA,14,6,,,,Y,6
24_2,School of Humanities and Arts,African & African Amer Studies,AAAS,204,1,16992,BLACK ART IN AMERICA,LEC,3,"Young, Olivia K.",50,3,3,0,0,0,0,0,C4,50,22,22,28,HART 204 001,15636,Art History,N,7
24_2,School of Humanities and Arts,Cinema and Media Studies,CMST,204,1,17065,INTRODUCTION TO MEDIA STUDIES,LEC,3,"Mayes, Liam",20,14,10,0,0,0,0,4,,,NA,14,6,,,,Y,7
24_2,School of Humanities and Arts,Art History,HART,204,1,15636,BLACK ART IN AMERICA,LEC,3,"Young, Olivia K.",50,19,19,0,0,0,0,0,C4,50,22,22,28,AAAS 204 001,16992,Art History,N,7
24_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,SPAN,204,1,16824,SPANISH HERITAGE STUDENTS II,LEC,3,"Morones, Jessica Y.",20,13,13,0,0,0,0,0,,,NA,13,7,,,,Y,7
25_1,School of Humanities and Arts,Cinema and Media Studies,CMST,204,1,26115,INTRODUCTION TO MEDIA STUDIES,LEC,3,"Mayes, Liam",40,30,28,0,0,0,2,0,,,NA,30,10,,,,Y,8
25_2,School of Humanities and Arts,Media Studies,MDIA,204,1,15616,INTRODUCTION TO MEDIA STUDIES,SEM,3,"Mayes, Liam",25,11,11,0,0,0,0,0,,,NA,11,14,,,,Y,9
25_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",SPAN,204,1,13752,SPANISH HERITAGE STUDENTS II,LEC,3,"Diaz Montalvo, Thais M.",20,13,13,0,0,0,0,0,,,NA,13,7,,,,Y,9
21_2,School of Humanities and Arts,Art,FOTO,205,1,10373,INTRODUCTION TO PHOTOGRAPHY,SEM,3,"Roykovich, JR",10,9,9,0,0,0,0,0,,,NA,9,1,,,,Y,1
21_2,School of Humanities and Arts,History,HIST,205,1,13731,MEDIEVAL MEDITERRANEAN WORLD,LEC,3,"Sanders, Paula; Irish, Maya S.",24,12,12,0,0,0,0,0,E3,24,20,20,4,MDEM 205 001,14102,History,Y,1
21_2,School of Humanities and Arts,Medieval/Early Modern Studies,MDEM,205,1,14102,MEDIEVAL MEDITERRANEAN WORLD,LEC,3,"Sanders, Paula; Irish, Maya S.",24,8,8,0,0,0,0,0,E3,24,20,20,4,HIST 205 001,13731,History,Y,1
21_2,School of Humanities and Arts,"Stdy of Women, Gender, & Sxlty",SWGS,205,1,12853,LANGUAGE AND SOCIETY,LEC,3,"McCleary, Bryce E.",12,9,9,0,0,0,0,0,B7,60,40,40,20,LING 205 001,12849,Linguistics,Y,1
22_1,School of Humanities and Arts,Environmental Studies,ENST,205,1,25618,RECKONING W/ THE ANTHROPOCENE,LEC,3,"McKisson, Kelly A.; Crum, John M.",19,8,8,0,0,0,0,0,,,NA,8,11,,,,Y,2
22_1,School of Humanities and Arts,Art,FOTO,205,1,22231,INTRODUCTION TO PHOTOGRAPHY,SEM,3,"Roykovich, JR",5,9,9,0,0,0,0,0,,,NA,9,-4,,,,Y,2
22_1,School of Humanities and Arts,Art,FOTO,205,2,26080,INTRODUCTION TO PHOTOGRAPHY,SEM,3,"Roykovich, JR",6,10,10,0,0,0,0,0,,,NA,10,-4,,,,Y,2
22_2,School of Humanities and Arts,English and Creative Writing,ENGL,205,1,13976,WRITERS ON WRITING,LEC,3,"Johnson, Lacy M.",25,22,21,0,0,0,1,0,ZB,50,35,35,15,ENGL 205 002,14258,English and Creative Writing,Y,3
22_2,School of Humanities and Arts,English and Creative Writing,ENGL,205,2,14258,WRITERS ON WRITING,LEC,3,"Johnson, Lacy M.",25,13,13,0,0,0,0,0,ZB,50,35,35,15,ENGL 205 001,13976,English and Creative Writing,Y,3
22_2,School of Humanities and Arts,Art,FOTO,205,2,14628,INTRODUCTION TO PHOTOGRAPHY,SEM,3,"Chen, Angela",8,8,8,0,0,0,0,0,,,NA,8,0,,,,Y,3
22_2,School of Humanities and Arts,Art,FOTO,205,3,14742,INTRODUCTION TO PHOTOGRAPHY,SEM,3,"Roykovich, JR",8,8,8,0,0,0,0,0,,,NA,8,0,,,,Y,3
22_2,School of Humanities and Arts,Art History,HART,205,1,14171,ART SINCE 1945,LEC,3,"Hughes, Gordon A.",200,44,44,0,0,0,0,0,,,NA,44,156,,,,Y,3
22_2,School of Humanities and Arts,"Stdy of Women, Gender, & Sxlty",SWGS,205,1,14765,LANGUAGE AND SOCIETY,LEC,3,"McCleary, Bryce E.",50,3,3,0,0,0,0,0,G5,50,38,38,12,LING 205 001,14764,Linguistics,Y,3
23_1,School of Humanities and Arts,Environmental Studies,ENST,205,1,23328,RECKONING W/ THE ANTHROPOCENE,LEC,3,"Siu, Karen L.",19,13,13,0,0,0,0,0,,,NA,13,6,,,,N,4
23_1,School of Humanities and Arts,History,HIST,205,1,23903,MEDIEVAL MEDITERRANEAN WORLD,LEC,3,"Irish, Maya S.; Sanders, Paula",25,7,7,0,0,0,0,0,C3,25,7,7,18,MDEM 205 001,23904,History,Y,4
23_2,School of Humanities and Arts,Environmental Studies,ENST,205,1,15300,RECKONING W/ THE ANTHROPOCENE,LEC,3,"McCullough, Meredith",25,24,24,0,0,0,0,0,,,NA,24,1,,,,Y,5
23_2,School of Humanities and Arts,"Stdy of Women, Gender, & Sxlty",SWGS,205,1,14765,LANGUAGE AND SOCIETY,LEC,3,"McCleary, Bryce E.",50,4,4,0,0,0,0,0,G5,50,50,50,0,LING 205 001,14764,Linguistics,Y,5
24_1,School of Humanities and Arts,Asian Studies,ASIA,205,1,25519,EAST ASIAN FOOD HISTORY,LEC,3,"Schoenberger, Kevin",30,27,27,0,0,0,0,0,,,NA,27,3,,,,Y,6
24_1,School of Humanities and Arts,Art History,HART,205,1,24938,ART SINCE 1945,LEC,3,"Hughes, Gordon A.; Young, Olivia K.",100,77,77,0,0,0,0,0,,,NA,77,23,,,,N,6
24_2,School of Humanities and Arts,Environmental Studies,ENST,205,1,15300,RECKONING W/ THE ANTHROPOCENE,LEC,3,"Nelson, Taylin P.",20,11,10,0,0,0,0,1,,,NA,11,9,,,,Y,7
24_2,School of Humanities and Arts,"Stdy of Women, Gender, & Sxlty",SWGS,205,1,14765,LANGUAGE AND SOCIETY,LEC,3,"McCleary, Bryce E.",60,11,9,0,0,0,0,2,G5,60,55,55,5,LING 205 001,14764,Linguistics,Y,7
25_1,School of Humanities and Arts,Asian Studies,ASIA,205,1,25519,EAST ASIAN FOOD HISTORY,LEC,3,"Schoenberger, Kevin",60,58,57,0,0,0,1,0,,,NA,58,2,,,,Y,8
25_1,School of Humanities and Arts,Environmental Studies,ENST,205,1,26308,RECKONING W/ THE ANTHROPOCENE,LEC,3,"Mohamed Hussin, Sabariah B.",20,10,10,0,0,0,0,0,,,NA,10,10,,,,Y,8
25_2,School of Humanities and Arts,Environmental Studies,ENST,205,2,15115,RECKONING W/ THE ANTHROPOCENE,LEC,3,"Hill, Chaney E.",20,12,12,0,0,0,0,0,,,NA,12,8,,,,Y,9
25_2,School of Humanities and Arts,"Stdy of Women, Gender, & Sxlty",SWGS,205,1,12794,LANGUAGE AND SOCIETY,LEC,3,"McCleary, Bryce E.",60,10,10,0,0,0,0,0,G5,180,67,67,113,LING 205 001,12793,Linguistics,Y,9
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,CHIN,206,1,13672,ACCEL CHIN - HERITAGE LEARNERS,LEC,3,"Hsu, Kai-Ying",16,13,13,0,0,0,0,0,,,NA,13,3,,,,Y,1
22_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,CHIN,206,1,25484,ACCEL CHIN - HERITAGE LEARNERS,LEC,3,"Hsu, Kai-Ying",16,5,5,0,0,0,0,0,,,NA,5,11,,,,Y,2
22_1,School of Humanities and Arts,Art,FOTO,206,1,25475,PHOTOGRAPHY II,STU,3,"Winningham, Geoffrey L.",10,9,9,0,0,0,0,0,,,NA,9,1,,,,Y,2
22_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,PORT,206,1,20929,ACCEL SECOND YEAR PORTUGUESE,LEC,3,"Roberts, Aja R.",16,10,9,0,0,0,0,1,,,NA,10,6,,,,Y,2
22_2,School of Humanities and Arts,Art,FOTO,206,1,14626,PHOTOGRAPHY II,STU,3,"Chen, Angela",8,8,8,0,0,0,0,0,,,NA,8,0,,,,Y,3
23_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,CHIN,206,1,23211,ACCEL CHIN - HERITAGE LEARNERS,LEC,3,"Hsu, Wei-Li",20,14,14,0,0,0,0,0,,,NA,14,6,,,,Y,4
23_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,PORT,206,1,20693,ACCEL SECOND YEAR PORTUGUESE,LEC,3,"Roberts, Aja R.",20,12,12,0,0,0,0,0,,,NA,12,8,,,,Y,4
23_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,CHIN,206,1,15386,ACCEL CHIN - HERITAGE LEARNERS,LEC,3,"Hsu, Wei-Li",20,9,9,0,0,0,0,0,,,NA,9,11,,,,Y,5
24_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,PORT,206,1,20693,ACCEL SECOND YEAR PORTUGUESE,LEC,3,"Scutti Santos, Helade; Queiroz, Nathan",20,14,12,0,1,0,0,1,,,NA,14,6,,,,Y,6
24_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,CHIN,206,1,15386,ACCEL CHIN - HERITAGE LEARNERS,LEC,3,"Hsu, Wei-Li",20,4,3,0,0,0,0,1,,,NA,4,16,,,,Y,7
24_2,School of Humanities and Arts,Art History,HART,206,1,16910,KEY ARTISTS AND WORKS OF ART,LEC,3,"Manca, Joseph P.",26,17,15,0,2,0,0,0,,,NA,17,9,,,,Y,7
25_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,PORT,206,1,20693,ACCEL SECOND YEAR PORTUGUESE,LEC,3,"Scutti Santos, Helade",20,12,12,0,0,0,0,0,,,NA,12,8,,,,Y,8
25_2,School of Humanities and Arts,Asian Studies,CHIN,206,1,13055,ACCEL CHIN - HERITAGE LEARNERS,LEC,3,"Hsu, Wei-Li",20,12,12,0,0,0,0,0,,,NA,12,8,,,,Y,9
25_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",CLAS,206,1,14862,THE TROJAN WAR,LEC,3,"Wright, Susannah L.",25,9,7,0,1,0,0,1,C7,25,24,24,1,HIST 206 001,14859,History,Y,9
25_2,School of Humanities and Arts,Art,FOTO,206,1,14640,PHOTOGRAPHY II,STU,3,"Greene, Elissa K.",13,11,11,0,0,0,0,0,,,NA,11,2,,,,Y,9
25_2,School of Humanities and Arts,History,HIST,206,1,14859,THE TROJAN WAR,LEC,3,"Wright, Susannah L.",25,15,15,0,0,0,0,0,C7,25,24,24,1,CLAS 206 001,14862,History,Y,9
23_1,School of Humanities and Arts,Art,THEA,207,1,24020,MAKEUP FOR THE STAGE,LL,3,"Gardecki, Sam",8,7,7,0,0,0,0,0,,,NA,7,1,,,,Y,4
24_1,School of Humanities and Arts,Art,THEA,207,1,24020,MAKEUP FOR THE STAGE,LL,3,"Gardecki, Sam",8,5,5,0,0,0,0,0,,,NA,5,3,,,,Y,6
24_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",CLAS,207,1,16894,LOVE LIFE IN ANTIQUITY,LEC,3,"Somerville, Ted",25,6,6,0,0,0,0,0,,,NA,6,19,,,,Y,7
25_1,School of Humanities and Arts,Environmental Studies,ENST,207,1,26667,ENVIRONMENTAL STORYTELLING,SEM,3,"Schneider-Mayerson, Matthew J.",20,7,7,0,0,0,0,0,,,NA,7,13,,,,Y,8
24_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",CLAS,208,1,16681,THE FALL OF ROME,SEM,3,"McGill, Scott C.",25,11,11,0,0,0,0,0,,,NA,11,14,,,,Y,7
21_2,School of Humanities and Arts,Art History,HART,209,1,14239,BEGINNING DIGITAL PHOTOGRAPHY,STU,3,"Winningham, Geoffrey L.",6,1,1,0,0,0,0,0,H4,6,6,6,0,FOTO 210 001,14161,Art,Y,1
22_2,School of Humanities and Arts,Art History,HART,209,2,14637,BEGINNING DIGITAL PHOTOGRAPHY,STU,3,"Chen, Angela",8,3,3,0,0,0,0,0,C0,8,10,10,-2,FOTO 210 002,14629,Art,Y,3
22_2,School of Humanities and Arts,Art History,HART,209,3,14744,BEGINNING DIGITAL PHOTOGRAPHY,STU,3,"Roykovich, JR",10,3,3,0,0,0,0,0,H3,10,11,11,-1,FOTO 210 003,14743,Art,Y,3
21_2,School of Humanities and Arts,Art,FOTO,210,1,14161,BEGINNING DIGITAL PHOTOGRAPHY,STU,3,"Winningham, Geoffrey L.",6,5,5,0,0,0,0,0,H4,6,6,6,0,HART 209 001,14239,Art,Y,1
21_2,School of Humanities and Arts,Philosophy,PHIL,210,1,12839,LOGIC,LEC,3,"Miller, Brian T.",30,25,25,0,0,0,0,0,,,NA,25,5,,,,Y,1
22_1,School of Humanities and Arts,Environmental Studies,ENST,210,2,25111,SUSTAINABLE FUTURES,LEC,3,"Johnson, Richard R.",15,10,10,0,0,0,0,0,,,NA,10,5,,,,N,2
22_1,School of Humanities and Arts,Medieval/Early Modern Studies,MDEM,210,1,25493,MEDIEVAL VIOLENCE,SEM,3,"Irish, Maya S.",25,1,1,0,0,0,0,0,B8,25,13,13,12,HIST 211 001,25135,History,Y,2
22_2,School of Humanities and Arts,English and Creative Writing,ENGL,210,1,14167,BEGINNINGS: BRIT LIT TO 1800,LEC,3,"Ellenzweig, Sarah",20,14,14,0,0,0,0,0,,,NA,14,6,,,,Y,3
22_2,School of Humanities and Arts,Art,FOTO,210,2,14629,BEGINNING DIGITAL PHOTOGRAPHY,STU,3,"Chen, Angela",8,7,7,0,0,0,0,0,C0,8,10,10,-2,HART 209 002,14637,Art,Y,3
22_2,School of Humanities and Arts,Art,FOTO,210,3,14743,BEGINNING DIGITAL PHOTOGRAPHY,STU,3,"Roykovich, JR",10,8,8,0,0,0,0,0,H3,10,11,11,-1,HART 209 003,14744,Art,Y,3
22_2,School of Humanities and Arts,Philosophy,PHIL,210,1,12299,LOGIC,LEC,3,"Miller, Brian T.",30,28,27,0,1,0,0,0,,,NA,28,2,,,,Y,3
23_2,School of Humanities and Arts,English and Creative Writing,ENGL,210,1,14167,BEGINNINGS: BRIT LIT TO 1800,LEC,3,"Ellenzweig, Sarah",25,17,17,0,0,0,0,0,,,NA,17,8,,,,Y,5
24_1,School of Humanities and Arts,Asian Studies,ASIA,210,1,25592,JAPANESE POP CULTURE,LEC,3,"Suzuki, Mamiko",25,22,21,0,0,0,1,0,,,NA,22,3,,,,Y,6
24_1,School of Humanities and Arts,Medieval/Early Modern Studies,MDEM,210,1,25149,MEDIEVAL VIOLENCE,SEM,3,"Irish, Maya S.",30,11,11,0,0,0,0,0,H4,30,24,24,6,HIST 211 001,25148,History,Y,6
24_1,School of Humanities and Arts,Philosophy,PHIL,210,1,25232,LOGIC,LEC,3,"Miller, Brian T.",29,25,25,0,0,0,0,0,,,NA,25,4,,,,Y,6
24_2,School of Humanities and Arts,Philosophy,PHIL,210,1,16618,LOGIC,LEC,3,"Miller, Brian T.",35,28,28,0,0,0,0,0,,,NA,28,7,,,,Y,7
25_1,School of Humanities and Arts,English and Creative Writing,ENGL,210,1,26343,BEGINNINGS: BRIT LIT TO 1800,LEC,3,"Browning, Logan D.",20,9,9,0,0,0,0,0,,,NA,9,11,,,,Y,8
25_1,School of Humanities and Arts,Art History,HART,210,1,26643,THE BIBLE IN ART,LEC,3,"Costello, Robert L.; Henze, Matthias",60,27,27,0,0,0,0,0,D7,60,42,42,18,RELI 210 001,26644,Art History,Y,8
25_1,School of Humanities and Arts,Religion,RELI,210,1,26644,THE BIBLE IN ART,LEC,3,"Costello, Robert L.; Henze, Matthias",60,15,14,0,0,0,0,1,D7,60,42,42,18,HART 210 001,26643,Art History,Y,8
25_2,School of Humanities and Arts,English and Creative Writing,ENGL,210,1,14665,BEGINNINGS: BRIT LIT TO 1800,LEC,3,"Browning, Logan D.",25,5,5,0,0,0,0,0,,,NA,5,20,,,,Y,9
25_2,School of Humanities and Arts,Philosophy,PHIL,210,2,14461,LOGIC,LEC,3,"Miller, Brian T.",35,26,26,0,0,0,0,0,,,NA,26,9,,,,Y,9
22_1,School of Humanities and Arts,English and Creative Writing,ENGL,211,1,25332,BRIT LIT ROMANTICISM TO 20TH C,LEC,3,"Cook, Nina E.",20,13,13,0,0,0,0,0,,,NA,13,7,,,,Y,2
22_1,School of Humanities and Arts,History,HIST,211,1,25135,MEDIEVAL VIOLENCE,SEM,3,"Irish, Maya S.",25,12,12,0,0,0,0,0,B8,25,13,13,12,MDEM 210 001,25493,History,Y,2
22_2,School of Humanities and Arts,Medieval/Early Modern Studies,MDEM,211,1,10579,INTERMEDIATE LATIN I: PROSE,LEC,3,"Somerville, Ted",12,1,1,0,0,0,0,0,L3,12,4,4,8,LATI 201 001,10578,"Modern Classic Lang, Lit, Cult",Y,3
23_1,School of Humanities and Arts,English and Creative Writing,ENGL,211,1,23102,BRIT LIT ROMANTICISM TO 20TH C,LEC,3,"Browning, Logan D.",20,5,5,0,0,0,0,0,,,NA,5,15,,,,Y,4
24_1,School of Humanities and Arts,History,HIST,211,1,25148,MEDIEVAL VIOLENCE,SEM,3,"Irish, Maya S.",30,13,13,0,0,0,0,0,H4,30,24,24,6,MDEM 210 001,25149,History,Y,6
24_2,School of Humanities and Arts,English and Creative Writing,ENGL,211,1,16940,BRIT LIT ROMANTICISM TO 20TH C,LEC,3,"Browning, Logan D.",20,14,14,0,0,0,0,0,,,NA,14,6,,,,Y,7
25_1,School of Humanities and Arts,English and Creative Writing,ENGL,211,1,26738,BRIT LIT ROMANTICISM TO 20TH C,LEC,3,"Morar, Rowan T.",20,15,15,0,0,0,0,0,,,NA,15,5,,,,N,8
25_2,School of Humanities and Arts,Art History,HART,212,1,14840,WOMEN ARTISTS IN LATIN AMERICA,LEC,3,"Franco, Ana",50,12,11,0,1,0,0,0,,,NA,12,38,,,,Y,9
22_1,School of Humanities and Arts,Asian Studies,ASIA,213,1,24273,TRANSNATIONAL ART AND CULTURE,LEC,3,"Huang, Shih-Shan S.",19,12,12,0,0,0,0,0,,,NA,12,7,,,,Y,2
23_1,School of Humanities and Arts,Asian Studies,ASIA,213,1,22634,TRANSNATIONAL ART AND CULTURE,LEC,3,"Huang, Shih-Shan S.",19,17,17,0,0,0,0,0,,,NA,17,2,,,,Y,4
24_2,School of Humanities and Arts,Asian Studies,ASIA,213,1,16501,TRANSNATIONAL ART AND CULTURE,LEC,3,"Huang, Shih-Shan S.",30,19,19,0,0,0,0,0,,,NA,19,11,,,,Y,7
25_2,School of Humanities and Arts,Asian Studies,ASIA,213,1,13477,TRANSNATIONAL ART AND CULTURE,LEC,3,"Huang, Shih-Shan S.",30,10,10,0,0,0,0,0,,,NA,10,20,,,,Y,9
22_1,School of Humanities and Arts,History,HIST,214,1,25641,THE HISTORY WARS,LEC,3,"Sidbury, James",25,19,19,0,0,0,0,0,,,NA,19,6,,,,Y,2
22_2,School of Humanities and Arts,Asian Studies,ASIA,214,1,14368,E ASIAN ART CULTURAL HERITAGE,LEC,3,"Huang, Shih-Shan S.",19,18,17,0,0,0,1,0,,,NA,18,1,,,,Y,3
24_1,School of Humanities and Arts,Asian Studies,ASIA,214,1,24957,E ASIAN ART CULTURAL HERITAGE,LEC,3,"Huang, Shih-Shan S.",30,26,26,0,0,0,0,0,,,NA,26,4,,,,Y,6
25_1,School of Humanities and Arts,Asian Studies,ASIA,214,1,24957,E ASIAN ART CULTURAL HERITAGE,LEC,3,"Huang, Shih-Shan S.",30,18,18,0,0,0,0,0,,,NA,18,12,,,,Y,8
21_2,School of Humanities and Arts,Art,FILM,215,1,12667,MYSTIC CINEMA,SEM,3,"Ogren, Brian E.",15,4,4,0,0,0,0,0,I7,15,6,6,9,RELI 215 001,12666,Religion,Y,1
21_2,School of Humanities and Arts,Religion,RELI,215,1,12666,MYSTIC CINEMA,SEM,3,"Ogren, Brian E.",15,2,2,0,0,0,0,0,I7,15,6,6,9,FILM 215 001,12667,Religion,Y,1
25_1,School of Humanities and Arts,Art,FILM,215,1,26647,MYSTIC CINEMA,SEM,3,"Ogren, Brian E.",20,5,5,0,0,0,0,0,A4,20,6,6,14,RELI 215 001,26442,Religion,Y,8
25_1,School of Humanities and Arts,Religion,RELI,215,1,26442,MYSTIC CINEMA,SEM,3,"Ogren, Brian E.",20,1,1,0,0,0,0,0,A4,20,6,6,14,FILM 215 001,26647,Religion,Y,8
25_2,School of Humanities and Arts,Asian Studies,ASIA,215,1,14837,KOREAN WAVE,LEC,3,"Ryang, Soon; Kim, Jaymin",60,26,26,0,0,0,0,0,,,NA,26,34,,,,Y,9
21_2,School of Humanities and Arts,History,HIST,216,1,13732,BLACK LIFE IN THE 19TH C. U.S.,LEC,3,"Yarbrough, Fay A.",19,15,15,0,0,0,0,0,,,NA,15,4,,,,Y,1
22_1,School of Humanities and Arts,Religion,RELI,216,1,23887,RELIGION & BLACK LIVES MATTER,SEM,3,"Pinn, Anthony B.; Daniels, DeAnna M.",19,11,11,0,0,0,0,0,,,NA,11,8,,,,Y,2
22_2,School of Humanities and Arts,Art History,HART,216,1,14042,GREEK ART AND ARCHAEOLOGY,LEC,3,"Crawford-Brown, Sophie A.",50,21,21,0,0,0,0,0,A4,50,36,36,14,CLAS 218 001,14041,Art History,Y,3
24_1,School of Humanities and Arts,Religion,RELI,216,1,25300,RELIGION & BLACK LIVES MATTER,SEM,3,"Pinn, Anthony B.",20,15,15,0,0,0,0,0,,,NA,15,5,,,,Y,6
25_1,School of Humanities and Arts,Asian Studies,ASIA,216,1,26632,A HISTORY OF MEDICINE IN CHINA,LL,3,"Xu, Chang",30,19,17,0,0,0,2,0,C7,30,23,23,7,MDHM 216 001,26712,Asian Studies,Y,8
25_1,School of Humanities and Arts,Art History,HART,216,1,26214,GREEK ART AND ARCHAEOLOGY,LEC,3,"Crawford-Brown, Sophie A.",50,17,17,0,0,0,0,0,A6,100,36,36,64,CLAS 218 001,26215,Art History,Y,8
25_1,School of Humanities and Arts,Medical Humanities,MDHM,216,1,26712,A HISTORY OF MEDICINE IN CHINA,LL,3,"Xu, Chang",30,4,4,0,0,0,0,0,C7,30,23,23,7,ASIA 216 001,26632,Asian Studies,Y,8
22_1,School of Humanities and Arts,Humanities Division,HUMA,217,1,24272,BUSINESS WRKSHP F HUM STUDENTS,SEM,1,"Spector, Brian H.",24,11,11,0,0,0,0,0,,,NA,11,13,,,,Y,2
23_1,School of Humanities and Arts,Humanities Division,HUMA,217,1,22633,BUSINESS WRKSHP F HUM STUDENTS,SEM,1,"Spector, Brian H.",24,11,11,0,0,0,0,0,,,NA,11,13,,,,Y,4
23_2,School of Humanities and Arts,History,HIST,217,1,15811,HISTORY: THE WORKSHOP,SEM,3,"Mogen, Philip H.",19,5,5,0,0,0,0,0,,,NA,5,14,,,,Y,5
24_2,School of Humanities and Arts,History,HIST,217,2,16762,HISTORY: THE WORKSHOP,SEM,3,"Yarbrough, Fay A.",30,6,6,0,0,0,0,0,,,NA,6,24,,,,Y,7
25_1,School of Humanities and Arts,Humanities Division,HUMA,217,1,26859,BUSINESS WRKSHP F HUM STUDENTS,SEM,1,"Spector, Brian H.",20,3,3,0,0,0,0,0,,,NA,3,17,,,,Y,8
25_2,School of Humanities and Arts,Asian Studies,ASIA,217,1,14838,ASIAN AMERICAN MEMOIR,LEC,3,"Ryang, Soon",30,10,10,0,0,0,0,0,,,NA,10,20,,,,Y,9
25_2,School of Humanities and Arts,History,HIST,217,2,13706,HISTORY: THE WORKSHOP,SEM,3,"Pollnitz, Aysha E.",30,17,17,0,0,0,0,0,,,NA,17,13,,,,Y,9
22_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",CLAS,218,1,14041,GREEK ART AND ARCHAEOLOGY,LEC,3,"Crawford-Brown, Sophie A.",50,15,15,0,0,0,0,0,A4,50,36,36,14,HART 216 001,14042,Art History,Y,3
25_1,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",CLAS,218,1,26215,GREEK ART AND ARCHAEOLOGY,LEC,3,"Crawford-Brown, Sophie A.",50,19,19,0,0,0,0,0,A6,100,36,36,64,HART 216 001,26214,Art History,Y,8
21_2,School of Humanities and Arts,History,HIST,219,1,13733,MONGOL EMPIRE,LEC,3,"Balabanlilar, Lisa A.",25,26,26,0,0,0,0,0,,,NA,26,-1,,,,Y,1
22_1,School of Humanities and Arts,Religion,RELI,219,1,25622,THE SUPERNATURAL AND RELIGION,LEC,3,"Senn, Christopher P.",30,27,26,0,0,0,0,1,,,NA,27,3,,,,Y,2
